META
VERSION=1
DICT_NAME=柯林斯词典
DICT_INTRO=柯林斯词典示例文件，共999个单词的分割释义
DICT_LANG=en
DEF_TMPL={{单词}} {{词性}}{{音标}}<br/>{{中文释义}}
FIELDS=单词	音标	词性	扩展	英文释义	中文释义
adrift	英[əˈdrɪft]美[əˈdrɪft]	★☆☆☆☆ adj-graded		<span class="endef"> If something has gone <b>adrift</b>, it is no longer happening in the way that was intended.   </span>	<span class="text_blue">出了问题的</span>
adroit	英[əˈdrɔɪt]美[əˈdrɔɪt]	adj-graded		<span class="endef"> Someone who is <b>adroit</b> is quick and skilful in their thoughts, behaviour, or actions.   </span>	<span class="text_blue">机敏的；聪明的；精干的</span>
ADSL	英[ˌeɪdi:esˈel]			<span class="endef"><b>ADSL</b> is a method of transmitting digital information at high speed over telephone lines. <b>ADSL</b> is an abbreviation for (缩略=) 'asymmetric digital subscriber line'.   </span>	<span class="text_blue">非对称数字用户线路（通过普通电话线提供宽带数据业务的技术）</span>
adulation	英[ˌædjuˈleɪʃn]美[ˌædʒəˈleɪʃn]	n-uncount		<span class="endef"><b>Adulation</b> is uncritical admiration and praise of someone or something.   </span>	<span class="text_blue">奉承;谄媚;恭维</span>
adulatory	英[ˌædjʊ'leɪtərɪ]美[ˌædjʊ'leɪtərɪ]	adj-graded		<span class="endef"> If someone makes an <b>adulatory</b> comment about someone, they praise them and show their admiration of them.   </span>	<span class="text_blue">奉承的；谄媚的</span>
adult	英[ˈædʌlt]美[əˈdʌlt,ˈædʌlt]	★★★★☆ n-count		<span class="endef"> An <b>adult</b> is a mature, fully developed person. An adult has reached the age when they are legally responsible for their actions.   </span>	<span class="text_blue">（法律意义上的）成年人</span>
adult	英[ˈædʌlt]美[əˈdʌlt,ˈædʌlt]	★★★★☆ n-count		<span class="endef"> An <b>adult</b> is a fully developed animal.   </span>	<span class="text_blue">成年动物</span>
adult	英[ˈædʌlt]美[əˈdʌlt,ˈædʌlt]	★★★★☆ adj		<span class="endef"><b>Adult</b> means relating to the time when you are an adult, or typical of adult people.   </span>	<span class="text_blue">成年的；属于成人的</span>
adult	英[ˈædʌlt]美[əˈdʌlt,ˈædʌlt]	★★★★☆ adj-graded		<span class="endef"> If you say that someone is <b>adult</b> about something, you think that they act in a mature, intelligent way, especially when faced with a difficult situation.   </span>	<span class="text_blue">成熟的；老成的</span>
adult	英[ˈædʌlt]美[əˈdʌlt,ˈædʌlt]	★★★★☆ adj		<span class="endef"> You can describe things such as films or books as <b>adult</b> when they deal with sex in a very clear and open way.   </span>	<span class="text_blue">（涉及性内容的电影或书籍）仅限于成人的</span>
adult education	英[ˈædʌltˌedju:ˈkeiʃən]美[əˈdʌltˌɛdʒəˈkeʃən]	n-uncount		<span class="endef"><b>Adult education</b> is education for adults in a variety of subjects, most of which are practical, not academic. Classes are often held in the evenings.   </span>	<span class="text_blue">成人教育</span>
adulterate	英[əˈdʌltəreɪt]美[əˈdʌltəˌret]	verb		<span class="endef"> If something such as food or drink <b>is adulterated</b>, someone has made its quality worse by adding water or cheaper products to it.   </span>	<span class="text_blue">在（饮食中）掺入杂质;掺假</span>
adulteration	英[əˌdʌltə'reɪʃn]美[əˌdʌltə'reɪʃn]	verb		<span class="endef"> If something such as food or drink <b>is adulterated</b>, someone has made its quality worse by adding water or cheaper products to it.   </span>	<span class="text_blue">在（饮食中）掺入杂质;掺假</span>
adulterer	英[əˈdʌltərə(r)]美[əˈdʌltəɚ]	n-count		<span class="endef"> An <b>adulterer</b> is someone who commits adultery.   </span>	<span class="text_blue">通奸者；奸夫；淫妇</span>
adulteress	英[əˈdʌltərəs]美[əˈdʌltrɪs,-tərɪs]	n-count		<span class="endef"> An <b>adulteress</b> is a woman who commits adultery.   </span>	<span class="text_blue">淫妇</span>
adulterous	英[ə'dʌltərəs]美[əˈdʌltərəs,-trəs]	adj		<span class="endef"> An <b>adulterous</b> relationship is a sexual relationship between a married person and someone they are not married to. An <b>adulterous</b> person is someone who commits adultery.   </span>	<span class="text_blue">通奸的</span>
adultery	英[əˈdʌltəri]美[əˈdʌltəri,-tri]	★☆☆☆☆ n-uncount		<span class="endef"> If a married person commits <b>adultery</b>, they have sex with someone that they are not married to.   </span>	<span class="text_blue">通奸；婚外性行为</span>
adulthood	英[ˈædʌlthʊd]美['ædʌlthʊd]	★☆☆☆☆ n-uncount		<span class="endef"><b>Adulthood</b> is the state of being an adult.   </span>	<span class="text_blue">成年</span>
adv.	[əd'vɝbɪəl]			<span class="endef"><b>Adv</b>. is a written abbreviation for (书面缩略=) <b>adverb</b>.   </span>	<span class="text_blue"></span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ verb		<span class="endef"> To <b>advance</b> means to move forward, often in order to attack someone.   </span>	<span class="text_blue">（常指为攻击而）前进，推进</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ verb		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://advanced">advanced</a></b>; To <b>advance</b> means to make progress, especially in your knowledge of something.   </span>	<span class="text_blue">（尤指知识）发展，进步</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ verb		<span class="endef"> If you <b>advance</b> someone a sum of money, you lend it to them, or pay it to them earlier than arranged.   </span>	<span class="text_blue">贷给；预付；预支</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ n-count		<span class="endef"> An <b>advance</b> is money which is lent or paid to someone before they would normally receive it.   </span>	<span class="text_blue">贷款;预付款</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ verb		<span class="endef"> To <b>advance</b> an event, or the time or date of an event, means to bring it forward to an earlier time or date.   </span>	<span class="text_blue">提前（未来事件的日期）；使（未来事件）提前发生</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ verb		<span class="endef"> If you <b>advance</b> a cause, interest, or claim, you support it and help to make it successful.   </span>	<span class="text_blue">促进，推动（事业、利益或主张）；使加速</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ verb		<span class="endef"> When a theory or argument <b>is advanced</b>, it is put forward for discussion.   </span>	<span class="text_blue">提出（理论、论点）</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ n-var		<span class="endef"> An <b>advance</b> is a forward movement of people or vehicles, usually as part of a military operation.   </span>	<span class="text_blue">（常指军事行动中的）前进，行进，推进</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ n-plural		<span class="endef"> If you make <b>advances</b> to someone, you try to start a sexual relationship with them.   </span>	<span class="text_blue">挑逗；勾引</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ n-var		<span class="endef"> An <b>advance</b> in a particular subject or activity is progress in understanding it or in doing it well.   </span>	<span class="text_blue">进步；进展</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ n-sing		<span class="endef"> If something is an <b>advance on</b> what was previously available or done, it is better in some way.   </span>	<span class="text_blue">改进；改善</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ adj		<span class="endef"><b>Advance</b> booking, notice, or warning is done or given before an event happens.   </span>	<span class="text_blue">预先的；事先的</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ adj		<span class="endef"> An <b>advance</b> party or group is a small group of people who go on ahead of the main group.   </span>	<span class="text_blue">先行的；先遣的</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ prep-phrase		<span class="endef"> If one thing happens or is done <b>in advance of</b> another, it happens or is done before the other thing.   </span>	<span class="text_blue">在…的前面；在…之前</span>
advance	英[ədˈvɑ:ns]美[ədˈvæns]	★★★★☆ phrase		<span class="endef"> If you do something <b>in advance</b>, you do it before a particular date or event.   </span>	<span class="text_blue">提前;事先</span>
advanced	英[ədˈvɑ:nst]美[ədˈvænst]	★★★☆☆ adj-graded		<span class="endef"> An <b>advanced</b> system, method, or design is modern and has been developed from an earlier version of the same thing.   </span>	<span class="text_blue">（制度、方法或设计）先进的</span>
advanced	英[ədˈvɑ:nst]美[ədˈvænst]	★★★☆☆ adj-graded		<span class="endef"> A country that is <b>advanced</b> has reached a high level of industrial or technological development.   </span>	<span class="text_blue">（国家）先进的，发达的</span>
advanced	英[ədˈvɑ:nst]美[ədˈvænst]	★★★☆☆ adj-graded		<span class="endef"> An <b>advanced</b> student has already learned the basic facts of a subject and is doing more difficult work. An <b>advanced</b> course of study is designed for such students.   </span>	<span class="text_blue">（学生）程度高的；（课程）高级的，高等的</span>
advanced	英[ədˈvɑ:nst]美[ədˈvænst]	★★★☆☆ adj-graded		<span class="endef"> Something that is at an <b>advanced</b> stage or level is at a late stage of development.   </span>	<span class="text_blue">晚期的；后期的</span>
advanced	英[ədˈvɑ:nst]美[ədˈvænst]	★★★☆☆ adj-graded		<span class="endef"> If you say that someone is of <b>advanced</b> years or is <b>advanced</b> in age, you are saying in a polite way that they are old.   </span>	<span class="text_blue">高龄的；年事已高的</span>
advancement	英[ədˈvɑ:nsmənt]美[ədˈvænsmənt]	★☆☆☆☆ n-uncount		<span class="endef"><b>Advancement</b> is progress in your job or in your social position.   </span>	<span class="text_blue">提升；晋升</span>
advancement	英[ədˈvɑ:nsmənt]美[ədˈvænsmənt]	★☆☆☆☆ n-var		<span class="endef"> The <b>advancement of</b> something is the process of helping it to progress or the result of its progress.   </span>	<span class="text_blue">促进;推动</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ n-count		<span class="endef"> An <b>advantage</b> is something that puts you in a better position than other people.   </span>	<span class="text_blue">有利条件；有利因素；优势</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ n-uncount		<span class="endef"><b>Advantage</b> is the state of being in a better position than others who are competing against you.   </span>	<span class="text_blue">优势；有利地位</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ n-count		<span class="endef"> An <b>advantage</b> is a way in which one thing is better than another.   </span>	<span class="text_blue">好处；益处；优点</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ phrase		<span class="endef"> If you <b>take advantage of</b> something, you make good use of it while you can.   </span>	<span class="text_blue">利用</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ phrase		<span class="endef"> If someone <b>takes advantage of</b> you, they treat you unfairly for their own benefit, especially when you are trying to be kind or to help them.   </span>	<span class="text_blue">占…的便宜；欺骗；捉弄</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ phrase		<span class="endef"> If you use or turn something <b>to</b> your <b>advantage</b>, you use it in order to benefit from it, especially when it might be expected to harm or damage you.   </span>	<span class="text_blue">（尤指转变不利情况使之）对…有利</span>
advantage	英[ədˈvɑ:ntɪdʒ]美[ədˈvæntɪdʒ]	★★★★☆ phrase		<span class="endef"> If something is shown <b>to good advantage</b> or <b>to best advantage</b>, it is shown in a way that reveals its best features.   </span>	<span class="text_blue">最有利地；最有效地；使优点突出</span>
advantaged	英[ədˈvɑ:ntɪdʒd]美[ədˈvæntɪdʒd]	adj-graded		<span class="endef"> A person or place that is <b>advantaged</b> is in a better social or financial position than other people or places.   </span>	<span class="text_blue">（在社会地位或经济条件上）处于优势的，占有利位置的</span>
advantageous	英[ˌædvənˈteɪdʒəs]美[ˌædvænˈtedʒəs,-vən-]	★☆☆☆☆ adj-graded		<span class="endef"> If something is <b>advantageous to</b> you, it is likely to benefit you.   </span>	<span class="text_blue">有利的；有助的；有益的</span>
Advent		n-uncount		<span class="endef"> In the Christian church, <b>Advent</b> is the period between Advent Sunday, the Sunday closest to the 30th of November, and Christmas Day.   </span>	<span class="text_blue">降临节（在最靠近11月30日的星期日和圣诞节之间的节期）</span>
advent	英[ˈædvent]美[ˈædˌvɛnt]	★☆☆☆☆ n-uncount		<span class="endef"><b>The advent of</b> an important event, invention, or situation is the fact of it starting or coming into existence.   </span>	<span class="text_blue">（重大事件、发明或情况的）出现，问世，到来</span>
advent	英[ˈædvent]美[ˈædˌvɛnt]	★☆☆☆☆ n-uncount		<span class="endef"> The <b>advent of</b> a person at a place is their arrival there.   </span>	<span class="text_blue">（人物的）到达，到来</span>
adventure	英[ədˈventʃə(r)]美[ædˈvɛntʃɚ]	★★☆☆☆ n-count		<span class="endef"> If someone has an <b>adventure</b>, they become involved in an unusual, exciting, and rather dangerous journey or series of events.   </span>	<span class="text_blue">冒险；冒险经历；奇遇</span>
adventure	英[ədˈventʃə(r)]美[ædˈvɛntʃɚ]	★★☆☆☆ n-uncount		<span class="endef"><b>Adventure</b> is excitement and willingness to do new, unusual, or rather dangerous things.   </span>	<span class="text_blue">冒险的刺激；大胆的开拓；勇敢的闯荡</span>
adventure	英[ədˈventʃə(r)]美[ædˈvɛntʃɚ]	★★☆☆☆ verb		<span class="endef"> If you <b>adventure</b> somewhere, you go somewhere new, unusual, and exciting.   </span>	<span class="text_blue">去（某地）探险</span>
adventure playground	英[ədˈventʃəˈpleiɡraund]美[ædˈvɛntʃɚˈpleˌɡraʊnd]	n-count		<span class="endef"> An <b>adventure playground</b> is an area of land for children to play in, usually in cities or in a park. It has wooden structures and equipment such as ropes, nets, and rubber tyres.   </span>	<span class="text_blue">（供儿童玩耍的）奇遇游乐场，冒险乐园</span>
adventurer	英[ədˈventʃərə(r)]美[ædˈvɛntʃəɚ]	★☆☆☆☆ n-count		<span class="endef"> An <b>adventurer</b> is a person who enjoys going to new, unusual, and exciting places.   </span>	<span class="text_blue">冒险者；冒险家</span>
adventurer	英[ədˈventʃərə(r)]美[ædˈvɛntʃəɚ]	★☆☆☆☆ n-count		<span class="endef"> If you describe someone as an <b>adventurer</b>, you disapprove of them because they are using dishonest or immoral methods to gain money or power.   </span>	<span class="text_blue">投机取巧者；用不正当手段谋求钱财（或权利）者</span>
adventuresome	英[ədˈventʃəsəm]美[ədˈventʃərsəm]	adj-graded		<span class="endef"><b>Adventuresome</b> means the same as <b>adventurous</b> .   </span>	<span class="text_blue">同adventurous</span>
adventurism	英[ədˈventʃərɪzəm]美[ædˈvɛntʃəˌrɪzəm]	n-uncount		<span class="endef"><b>Adventurism</b> is a willingness to take risks, especially in order to obtain an unfair advantage in politics or business.   </span>	<span class="text_blue">（尤指在商业、政治方面为获得不当利益而甘冒风险的）冒险主义</span>
adventurist	英[əd'ventʃərɪst]美[əd'ventʃərɪst]	adj		<span class="endef"> If you describe someone or something as <b>adventurist</b>, you disapprove of them because they are willing to take risks in order to gain an unfair advantage in business or politics.   </span>	<span class="text_blue">冒险主义的</span>
adventurous	英[ədˈventʃərəs]美[ædˈvɛntʃərəs]	★☆☆☆☆ adj-graded		<span class="endef"> Someone who is <b>adventurous</b> is willing to take risks and to try new methods. Something that is <b>adventurous</b> involves new things or ideas.   </span>	<span class="text_blue">勇于冒险的；敢于创新的；新奇的</span>
adventurous	英[ədˈventʃərəs]美[ædˈvɛntʃərəs]	★☆☆☆☆ adj-graded		<span class="endef"> Someone who is <b>adventurous</b> is eager to visit new places and have new experiences.   </span>	<span class="text_blue">爱冒险的;爱猎奇的</span>
adverb	英[ˈædvɜ:b]美[ˈædvɜrb]	n-count		<span class="endef"> An <b>adverb</b> is a word such as 'slowly', 'now', 'very', 'politically', or 'fortunately' which adds information about the action, event, or situation mentioned in a clause.   </span>	<span class="text_blue">副词</span>
adverb group	英[ˈædvə:bɡru:p]美[ˈædvɚbɡrup]	n-count		<span class="endef"> An <b>adverb group</b> or <b>adverbial group</b> is a group of words based on an adverb, such as 'very slowly' or 'fortunately for us'. An adverb group can also consist simply of an adverb.   </span>	<span class="text_blue">副词词组；状语词组</span>
adverbial	英[æd'vɜ:bɪəl]美[æd'vɜbɪrl]	adj		<span class="endef"><b>Adverbial</b> means relating to adverbs or like an adverb.   </span>	<span class="text_blue">副词的；状语的</span>
adversarial	英[ˌædvəˈseəriəl]美[ˌædvərˈseriəl]	adj-graded		<span class="endef"> If you describe something as <b>adversarial</b>, you mean that it involves two or more people or organizations who are opposing each other.   </span>	<span class="text_blue">对立的；敌对的</span>
adversary	英[ˈædvəsəri]美[ˈædvərseri]	★☆☆☆☆ n-count		<span class="endef"> Your <b>adversary</b> is someone you are competing with, or arguing or fighting against.   </span>	<span class="text_blue">敌手；对手</span>
adverse	英[ˈædvɜ:s]美[ˈædvɜrs]	★★☆☆☆ adj-graded		<span class="endef"><b>Adverse</b> decisions, conditions, or effects are unfavourable to you.   </span>	<span class="text_blue">不利的;有害的</span>
adversely	英[əd'vɜ:slɪ]美[əd'vɜslɪ]	★★☆☆☆ adj-graded		<span class="endef"><b>Adverse</b> decisions, conditions, or effects are unfavourable to you.   </span>	<span class="text_blue">不利的;有害的</span>
adversity	英[ədˈvɜ:səti]美[ədˈvɜrsəti]	★☆☆☆☆ n-var		<span class="endef"> Adversity is a very difficult or unfavourable situation.   </span>	<span class="text_blue">厄运；逆境；困境</span>
advert	英[ˈædvɜ:t]美[ˈædvɜrt]	★★☆☆☆ n-count		<span class="endef"> An <b>advert</b> is an announcement in a newspaper, on television, or on a poster about something such as a product, event, or job.   </span>	<span class="text_blue">广告</span>
advert	英[ˈædvɜ:t]美[ˈædvɜrt]	★★☆☆☆ n-count		<span class="endef"> If you say that an example of something is <b>an advert for</b> that thing in general, you mean that it shows how good that thing is.   </span>	<span class="text_blue">广告；宣传</span>
advert	英[ˈædvɜ:t]美[ˈædvɜrt]	★★☆☆☆ n-plural		<span class="endef"> You can use <b>the adverts</b> to refer to the interval in a commercial television programme, or between programmes, during which advertisements are shown.   </span>	<span class="text_blue">（电视上的）广告时间</span>
advertise	英[ˈædvətaɪz]美[ˈædvərtaɪz]	★★★☆☆ verb		<span class="endef"> If you <b>advertise</b> something such as a product, an event, or a job, you tell people about it in newspapers, on television, or on posters in order to encourage them to buy the product, go to the event, or apply for the job.   </span>	<span class="text_blue">为…做广告;宣传</span>
advertise	英[ˈædvətaɪz]美[ˈædvərtaɪz]	★★★☆☆ verb		<span class="endef"> If you <b>advertise for</b> someone to do something for you, for example to work for you or share your accommodation, you announce it in a newspaper, on television, or on a notice board.   </span>	<span class="text_blue">（在报纸、电视、公告栏上）登广告招募，登广告征求</span>
advertise	英[ˈædvətaɪz]美[ˈædvərtaɪz]	★★★☆☆ verb		<span class="endef"> If someone or something <b>advertises</b> a particular quality, they show it in their appearance or behaviour.   </span>	<span class="text_blue">（通过外表或行为）显示（某种特质）；使变得显眼</span>
advertise	英[ˈædvətaɪz]美[ˈædvərtaɪz]	★★★☆☆ verb		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://advertising">advertising</a></b>; If you do not <b>advertise</b> the fact that something is the case, you try not to let other people know about it.   </span>	<span class="text_blue">宣扬；张扬；引起对…的注意</span>
advertisement	英[ədˈvɜ:tɪsmənt]美[ˌædvərˈtaɪzmənt]	★★☆☆☆ n-count		<span class="endef"> An <b>advertisement</b> is an announcement in a newspaper, on television, or on a poster about something such as a product, event, or job.   </span>	<span class="text_blue">广告;公告;启事</span>
advertisement	英[ədˈvɜ:tɪsmənt]美[ˌædvərˈtaɪzmənt]	★★☆☆☆ n-count		<span class="endef"> If you say that an example of something is <b>an advertisement for</b> that thing in general, you mean that it shows how good that thing is.   </span>	<span class="text_blue">（某一类事物的）活广告</span>
advertiser	英[ˈædvətaɪzə(r)]美[ˈædvərtaɪzə(r)]	★☆☆☆☆ n-count		<span class="endef"> An <b>advertiser</b> is a person or company that pays for a product, event, or job to be advertised in a newspaper, on television, or on a poster.   </span>	<span class="text_blue">登广告者；广告客户</span>
advertiser	英[ˈædvətaɪzə(r)]美[ˈædvərtaɪzə(r)]	★☆☆☆☆ n-in-names		<span class="endef"><b>Advertiser</b> is used in the name of some local newspapers.   </span>	<span class="text_blue">(用于某些地方报纸的名称中)</span>
advertising	英[ˈædvətaɪzɪŋ]美[ˈædvərtaɪzɪŋ]	★★☆☆☆ n-uncount		<span class="endef"><b>Advertising</b> is the activity of creating advertisements and making sure people see them.   </span>	<span class="text_blue">广告活动;做广告</span>
advertising agency	英[ˈædvəˌtaɪzɪŋˈeidʒənsi]美[ˈædvɚˌtaɪzɪŋˈedʒənsi]	n-count		<span class="endef"> An <b>advertising agency</b> is a company whose business is to create advertisements for other companies or organizations.   </span>	<span class="text_blue">广告代理公司</span>
advertising campaign	英[ˈædvəˌtaɪzɪŋkæmˈpein]美[ˈædvɚˌtaɪzɪŋkæmˈpen]	n-count		<span class="endef"> An <b>advertising campaign</b> is a planned series of advertisements.   </span>	<span class="text_blue">有计划的系列广告；广告宣传活动</span>
advertorial	英[ˌædvəˈtɔ:riəl]美[ˌædvərˈtɔriəl]	n-var		<span class="endef"> An <b>advertorial</b> is an advertisement that uses the style of newspaper or magazine articles or television documentary programmes, so that it appears to be giving facts and not trying to sell a product.   </span>	<span class="text_blue">社论式广告（采用报刊文体形式或电视纪录片模式呈现出的广告，使其看起来更像是事实的陈述而非产品的宣传）</span>
advice	英[ədˈvaɪs]美[əd'vaɪs]	★★★★☆ n-uncount		<span class="endef"> If you give someone <b>advice</b>, you tell them what you think they should do in a particular situation.   </span>	<span class="text_blue">劝告;忠告;意见</span>
advice	英[ədˈvaɪs]美[əd'vaɪs]	★★★★☆ phrase		<span class="endef"> If you <b>take advice</b> or <b>take legal advice</b>, you ask a lawyer for his or her professional opinion on a situation.   </span>	<span class="text_blue">听取律师的意见;咨询律师</span>
advice column	英[ədˈvaisˈkɔləm]美[ædˈvaɪsˈkɑləm]	n-count		<span class="endef"> In a newspaper or magazine, the <b>advice column</b> contains letters from readers about their personal problems, and advice on what to do about them.   </span>	<span class="text_blue">（报刊上的）答读者问专栏，答疑解惑专栏</span>
advice columnist	英[ədˈvaisˈkɔləmnist]美[ædˈvaɪsˈkɑləmnɪst]	n-count		<span class="endef"> An <b>advice columnist</b> is a person who writes a column in a newspaper or magazine in which they reply to readers who have written to them for advice on their personal problems.   </span>	<span class="text_blue">答读者问专栏作家，答疑解惑专栏作家</span>
advice line	英[ədˈvaislain]美[ædˈvaɪslaɪn]	n-count		<span class="endef"> An <b>advice line</b> is a service that you can telephone in order to get advice about something.   </span>	<span class="text_blue">咨询热线</span>
advisability	英[ədˌvaɪzə'bɪlətɪ]美[ədˌvaɪzə'bɪlətɪ]	★☆☆☆☆ adj-graded		<span class="endef"> If you tell someone that <b>it</b> is <b>advisable to</b> do something, you are suggesting that they should do it, because it is sensible or is likely to achieve the result they want.   </span>	<span class="text_blue">可取的；明智的；适当的</span>
advisable	英[ədˈvaɪzəbl]美[ædˈvaɪzəbəl]	★☆☆☆☆ adj-graded		<span class="endef"> If you tell someone that <b>it</b> is <b>advisable to</b> do something, you are suggesting that they should do it, because it is sensible or is likely to achieve the result they want.   </span>	<span class="text_blue">可取的；明智的；适当的</span>
advise	英[ədˈvaɪz]美[ædˈvaɪz]	★★★☆☆ verb		<span class="endef"> If you <b>advise</b> someone <b>to</b> do something, you tell them what you think they should do.   </span>	<span class="text_blue">劝告；忠告；给…出主意</span>
advise	英[ədˈvaɪz]美[ædˈvaɪz]	★★★☆☆ verb		<span class="endef"> If an expert <b>advises</b> people <b>on</b> a particular subject, he or she gives them help and information on that subject.   </span>	<span class="text_blue">（专家）建议，向…提供意见</span>
advise	英[ədˈvaɪz]美[ædˈvaɪz]	★★★☆☆ verb		<span class="endef"> If you <b>advise</b> someone <b>of</b> a fact or situation, you tell them the fact or explain what the situation is.   </span>	<span class="text_blue">通知，告知（某人事实或情况）</span>
advise	英[ədˈvaɪz]美[ædˈvaɪz]	★★★☆☆ v-passive		<span class="endef"> If an official document states that you <b>are advised to</b> do something, it is telling you the correct or appropriate thing to do.   </span>	<span class="text_blue">（官方文件）告知</span>
advise	英[ədˈvaɪz]美[ædˈvaɪz]	★★★☆☆ see also:		<span class="endef"><b class="text_blue"><a class="explain" href="entry://ill-advised">ill-advised</a></b>;<b class="text_blue"><a class="explain" href="entry://well advised">well advised</a></b>;    </span>	<span class="text_blue"></span>
advisedly	英[ədˈvaɪzədli]美[ædˈvaɪzɪdli]	adv		<span class="endef"> If you say that you are using a word or expression <b>advisedly</b>, you mean that you have deliberately chosen to use it, even though it may sound unusual, wrong, or offensive, because it draws attention to what you are saying.   </span>	<span class="text_blue">经慎重考虑后；深思熟虑地；特意地</span>
advisement	英[ədˈvaɪzmənt]美[ædˈvaɪzmənt]	phrase		<span class="endef"> If someone in authority <b>takes</b> a matter <b>under advisement</b>, they decide that the matter needs to be considered more carefully, often by experts.   </span>	<span class="text_blue">（常指请专家）对…作周密考虑</span>
adviser	英[ədˈvaɪzə(r)]美[ædˈvaɪzɚ]	★★★☆☆ n-count		<span class="endef"> An <b>adviser</b> is an expert whose job is to give advice to another person or to a group of people.   </span>	<span class="text_blue">顾问；提供意见者</span>
advisory	英[ədˈvaɪzəri]美[ædˈvaɪzəri]	★★☆☆☆ adj		<span class="endef"> An <b>advisory</b> group regularly gives suggestions and help to people or organizations, especially about a particular subject or area of activity.   </span>	<span class="text_blue">顾问的;提供咨询的</span>
advisory	英[ədˈvaɪzəri]美[ædˈvaɪzəri]	★★☆☆☆ n-count		<span class="endef"> An <b>advisory</b> is an official announcement or report that warns people about bad weather, diseases, or other dangers or problems.   </span>	<span class="text_blue">（关于天气、疾病或其他危险、问题的）公告，警告</span>
advocacy	英[ˈædvəkəsi]美[ˈædvəkəsi]	★☆☆☆☆ n-sing		<span class="endef"> Someone's <b>advocacy of</b> a particular action or plan is their act of recommending it publicly.   </span>	<span class="text_blue">拥护；提倡；主张</span>
advocacy	英[ˈædvəkəsi]美[ˈædvəkəsi]	★☆☆☆☆ n-uncount		<span class="endef"><b>Advocacy</b> is the way in which lawyers deal with cases in court.   </span>	<span class="text_blue">辩护；辩护术</span>
advocacy	英[ˈædvəkəsi]美[ˈædvəkəsi]	★☆☆☆☆ n-uncount		<span class="endef"> An <b>advocacy</b> group or organization is one that tries to influence the decisions of a government or other authority.   </span>	<span class="text_blue">（试图影响政府或其他权力机构决策的）游说（团体或组织）</span>
advocate	英[ˈædvəkeɪt]美[ˈædvəˌket]	★★★☆☆ verb		<span class="endef"> If you <b>advocate</b> a particular action or plan, you recommend it publicly.   </span>	<span class="text_blue">拥护；提倡；主张</span>
advocate	英[ˈædvəkeɪt]美[ˈædvəˌket]	★★★☆☆ n-count		<span class="endef"> An <b>advocate of</b> a particular action or plan is someone who recommends it publicly.   </span>	<span class="text_blue">拥护者；提倡者</span>
advocate	英[ˈædvəkeɪt]美[ˈædvəˌket]	★★★☆☆ n-count		<span class="endef"> An <b>advocate</b> is a lawyer who speaks in favour of someone or defends them in a court of law.   <span class="text_gray">→see usage note at:</span><b class="text_blue"><a class="explain" href="entry://lawyer">lawyer</a></b></span>	<span class="text_blue">辩护律师</span>
advocate	英[ˈædvəkeɪt]美[ˈædvəˌket]	★★★☆☆ n-count		<span class="endef"><span class="st" onmouseout="st_mouseout(this)" onmouseover="st_mouseover(this)" style="font-weight:bold;">See also:</span><b class="text_blue"><a class="explain" href="entry://devil's advocate">devil's advocate</a></b>; An <b>advocate</b> for a particular group is a person who works for the interests of that group.   </span>	<span class="text_blue">（为某一类人）谋利益者</span>
aegis	英[ˈi:dʒɪs]美[ˈidʒɪs]	prep-phrase		<span class="endef"> Something that is done <b>under the aegis of</b> a person or organization is done with their official support and backing.   </span>	<span class="text_blue">在…的支持下；在…的保护下；以…作后盾</span>
